sample_id,dataset,filepath,error
FSD50K_037729,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\211156.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\211156.wav
FSD50K_037730,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\211157.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\211157.wav
FSD50K_037731,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\211159.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\211159.wav
FSD50K_037732,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\211160.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\211160.wav
FSD50K_037733,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\316643.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\316643.wav
FSD50K_037734,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\20196.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\20196.wav
FSD50K_037735,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\20197.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\20197.wav
FSD50K_037736,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\365799.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\365799.wav
FSD50K_037737,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\212721.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\212721.wav
FSD50K_037738,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\212722.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\212722.wav
FSD50K_037739,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\233715.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\233715.wav
FSD50K_037740,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\212723.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\212723.wav
FSD50K_037741,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\118520.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\118520.wav
FSD50K_037742,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\20731.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\20731.wav
FSD50K_037743,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\204045.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\204045.wav
FSD50K_037744,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\158991.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\158991.wav
FSD50K_037745,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\204047.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\204047.wav
FSD50K_037746,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\158993.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\158993.wav
FSD50K_037747,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\208658.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\208658.wav
FSD50K_037748,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\158995.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\158995.wav
FSD50K_037749,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\174863.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\174863.wav
FSD50K_037750,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\158997.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\158997.wav
FSD50K_037751,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\174865.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\174865.wav
FSD50K_037752,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\208664.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\208664.wav
FSD50K_037753,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\159002.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\159002.wav
FSD50K_037754,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\159003.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\159003.wav
FSD50K_037755,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\159004.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\159004.wav
FSD50K_037756,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\159005.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\159005.wav
FSD50K_037757,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\348958.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\348958.wav
FSD50K_037758,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\159007.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\159007.wav
FSD50K_037759,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\159008.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\159008.wav
FSD50K_037760,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\35631.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\35631.wav
FSD50K_037761,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339647.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339647.wav
FSD50K_037762,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\379187.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\379187.wav
FSD50K_037763,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\379189.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\379189.wav
FSD50K_037764,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\379192.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\379192.wav
FSD50K_037765,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\379198.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\379198.wav
FSD50K_037766,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\188224.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\188224.wav
FSD50K_037767,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\352065.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\352065.wav
FSD50K_037768,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\188226.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\188226.wav
FSD50K_037769,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\352066.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\352066.wav
FSD50K_037770,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\352068.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\352068.wav
FSD50K_037771,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\250691.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\250691.wav
FSD50K_037772,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\188225.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\188225.wav
FSD50K_037773,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\250695.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\250695.wav
FSD50K_037774,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\250696.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\250696.wav
FSD50K_037775,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\352071.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\352071.wav
FSD50K_037776,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\352069.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\352069.wav
FSD50K_037777,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\250692.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\250692.wav
FSD50K_037778,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337233.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337233.wav
FSD50K_037779,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\406716.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\406716.wav
FSD50K_037780,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337235.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337235.wav
FSD50K_037781,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337234.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337234.wav
FSD50K_037782,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337236.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337236.wav
FSD50K_037783,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\119133.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\119133.wav
FSD50K_037784,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\406719.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\406719.wav
FSD50K_037785,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\322405.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\322405.wav
FSD50K_037786,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\406720.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\406720.wav
FSD50K_037787,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\141680.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\141680.wav
FSD50K_037788,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\406722.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\406722.wav
FSD50K_037789,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\108408.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\108408.wav
FSD50K_037790,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\235903.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\235903.wav
FSD50K_037791,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\253337.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\253337.wav
FSD50K_037792,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\253338.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\253338.wav
FSD50K_037793,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\378848.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\378848.wav
FSD50K_037794,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\378275.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\378275.wav
FSD50K_037795,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\203172.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\203172.wav
FSD50K_037796,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\59317.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\59317.wav
FSD50K_037797,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\59318.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\59318.wav
FSD50K_037798,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\118199.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\118199.wav
FSD50K_037799,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\15285.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\15285.wav
FSD50K_037800,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\94680.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\94680.wav
FSD50K_037801,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\378328.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\378328.wav
FSD50K_037802,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\94682.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\94682.wav
FSD50K_037803,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\94683.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\94683.wav
FSD50K_037804,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\378332.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\378332.wav
FSD50K_037805,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\94687.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\94687.wav
FSD50K_037806,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\94684.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\94684.wav
FSD50K_037807,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\92638.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\92638.wav
FSD50K_037808,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\378847.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\378847.wav
FSD50K_037809,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\378846.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\378846.wav
FSD50K_037810,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\94689.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\94689.wav
FSD50K_037811,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\378852.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\378852.wav
FSD50K_037812,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\378853.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\378853.wav
FSD50K_037813,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\94688.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\94688.wav
FSD50K_037814,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\419303.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\419303.wav
FSD50K_037815,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\360432.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\360432.wav
FSD50K_037816,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\360433.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\360433.wav
FSD50K_037817,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\378867.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\378867.wav
FSD50K_037818,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\89588.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\89588.wav
FSD50K_037819,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\378868.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\378868.wav
FSD50K_037820,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383926.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383926.wav
FSD50K_037821,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\341068.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\341068.wav
FSD50K_037822,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\178178.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\178178.wav
FSD50K_037823,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\355336.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\355336.wav
FSD50K_037824,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\269483.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\269483.wav
FSD50K_037825,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\67041.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\67041.wav
FSD50K_037826,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\110459.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\110459.wav
FSD50K_037827,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\113777.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\113777.wav
FSD50K_037828,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\132634.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\132634.wav
FSD50K_037829,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\404477.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\404477.wav
FSD50K_037830,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\395492.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\395492.wav
FSD50K_037831,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\263619.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\263619.wav
FSD50K_037832,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\191489.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\191489.wav
FSD50K_037833,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\186531.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\186531.wav
FSD50K_037834,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\429234.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\429234.wav
FSD50K_037835,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\368130.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\368130.wav
FSD50K_037836,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\401620.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\401620.wav
FSD50K_037837,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\104815.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\104815.wav
FSD50K_037838,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\428165.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\428165.wav
FSD50K_037839,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\22770.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\22770.wav
FSD50K_037840,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\321283.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\321283.wav
FSD50K_037841,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\321290.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\321290.wav
FSD50K_037842,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\379407.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\379407.wav
FSD50K_037843,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\408852.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\408852.wav
FSD50K_037844,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\72203.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\72203.wav
FSD50K_037845,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\136705.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\136705.wav
FSD50K_037846,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\136706.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\136706.wav
FSD50K_037847,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\275713.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\275713.wav
FSD50K_037848,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\119812.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\119812.wav
FSD50K_037849,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\179718.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\179718.wav
FSD50K_037850,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\258056.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\258056.wav
FSD50K_037851,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\107274.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\107274.wav
FSD50K_037852,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\237323.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\237323.wav
FSD50K_037853,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\107275.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\107275.wav
FSD50K_037854,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\118031.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\118031.wav
FSD50K_037855,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\46353.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\46353.wav
FSD50K_037856,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\71187.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\71187.wav
FSD50K_037857,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\340243.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\340243.wav
FSD50K_037858,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\60180.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\60180.wav
FSD50K_037859,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\57111.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\57111.wav
FSD50K_037860,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\340248.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\340248.wav
FSD50K_037861,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\340249.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\340249.wav
FSD50K_037862,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\340247.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\340247.wav
FSD50K_037863,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\340250.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\340250.wav
